text,label
좋은데 어디가 있나 알아보면 금방 갈 거야.,1
그래도 퇴직금 쌓이는 게 어디야,1
어디든...,1
난 어디든 다 좋긴한데 오빠랑 가면 다 좋아,1
남자친구랑 나중에 결혼하면 어디서 살지 이야기를 나눴거든?,1
그렇구나. 어디서 살기로 했어?,1
어디서 살고 싶대?,1
진짜? 혼자 가는 거라 걱정되긴 하겠다ᅲᅲ 어디로 가는데?,1
사서 어디에 놓으려고?,1
국내 여행지? 아니면 해외? 어디?,1
시간 여유는 충분해서 어디든 좋아~,1
웅 어디서 많이 나왔는지 고지서 먼저 봐바!,1
어디든 상관없이 말이야,1
일본 좋지 어디 가면 젤 좋아?,1
응응~ 그낭 가볍게 다닐 때는 경차 타고 어디 갈 때는 본 차 타고 ㅋ,1
강아지 어디 가 있어요 키키 다들,1
가면 어디로 가는게 좋겠니,1
어디로 가?,1
오 드디어 구했어 어디서?,1
해외 어디 가봤어?,1
요즘 어디 나다니기 무서워서 그런가봐  ㅠㅠ,1
어디가려면 최소 20분 키키,1
마트 어디 다녀?,1
맞아 ㅠㅠ 내 남친을 위한 피부 화장품은 어디 없을까,1
바닷가? 어디 바다 갔냐,1
요즘 대학생들은 어디로 MT를 가니?,1
어디서 뭐 보고 온거야?,1
힛. 감자튀김은 어디든지 다 맛있더라고요.,1
해외여행 가면 어디로 가고 싶어?,1
그니까 오바임 진짜. 날씨 중간 어디갔냐고,1
어디서 발견했어?,1
그래도 다시 군대 안가는게 어디야.,1
키키 하여간 어디든 법 가지고 들이밀면 할 말이 없어져 취업 사기네 키키,1
그리고 둘 다 어디서 안 밀리는 선진국이고,1
아 어디더라?,1
어디로?,1
맞아 다른 지역 갈 때는 어디 안 가고 그냥 집 앞에 나가면 터미널이니까 좋아,1
어디쪽 주름이요?,1
어디 여행 가는데 너?,1
엥 난 원래 이구아나 같은 사람이라서 어디서나 잘 어울리고 어디서나 낼름 잘 먹음,1
무슨 소리야 흰색은 어디에도 다 어울려.,1
요즘 뜨고 있는 여행지 어디 없어?,1
가장 가고 싶은 여행지가 어디야?,1
응응 목줄이랑 입마개 어디꺼 쓰는지좀 물어봐줘~,1
"여자친구랑 여행 가려고 하는데, 어디가 좋을 지 모르겠어.",1
지금까지 갔던 곳은 어디었는데?,1
이제 카페도 여러 명이서 못 가고 그래서 잠깐 어디만 나가도 여행 간 기분이에요 ㅠ,1
어디까지 봤어?,1
9월달에 어디 여행가고싶네 하하,1
그걸 타고 어디든 다니면 교통도 해결되고 집도 해결되고 넘 좋을꺼 같아,1
"난 어디 살아야 할까,",1
크리스마스에는 평소 어디로 데이트하셔요,1
덥진않고 비가 많이 왔어 오늘은 어디가?,1
그런가...어디가지,1
그래도 지하철로 한 시간 아닌 게 어디야.,1
해리포터를 어디서 함?,1
옹옹! 그나저나 춘천에 어디로 놀러가지?,1
등산 어디어디 가봤어 그럼?,1
관악산이 서울인가? 월출산은 어디야?,1
어디 올라가긴했어  한라산은 절대아닐거야,1
1 : 등산 어디어디 가봤어 그럼?,1
맛있겠다~ 막창~ 어디꺼?,1
베란다가 있는게 어디야 누나 키키 ~,1
헐 어디 치킨에서?,1
어디 치키인지는 안나오더라 ㅠ,1
차만 있으면 어디든지 갈 수 있으니까 너무 매력적이지 않아?,1
샤넬사진 어디서 퍼와서 올리던거 기억나고 방문앞에 밥가져다주돈 어머님 기억나네,1
엄마! 우리집에서 제일 가까운 약국이 어디야?,1
약국은왜? 너 어디 아파?,1
프사에 있는 여행지는 어디에요?,1
코로나 끝나면 어디가장 가고싶으세요?,1
담당 구역이 어디예요?,1
어디가 참신해,1
하하 어디로,1
저는 요즘 어디까지가 역세권일까? 라는 의문이 들어요,1
어디 아픈 건가...?,1
오 어디에 있는 미용실이고,1
엄마는 코로나 끝나면 어디로 여행 가고 싶어?,1
어디든 갈 수만 있다면 좋겠어.,1
맞아 어디든 빨리 맘 편히 떠날 수 있으면 좋겠다.,1
어디서?,1
어디지 키키,1
헉... 문어는 그럼 일단 어디다가 가두지,1
성형 어디?,1
코 어디 하고 싶은데?,1
그게 어디예요?,1
요새 화장을 안하니깐 화장품이 어디있는지도 모르겠닼 키키,1
냄비근성 어디 가겠어~ 키키,1
연애할때 똘망똘망하던 애 어디갔냐,1
쌤 아버님 환갑 때 식사 어디서 하셨나요?,1
** 어디 성형 하고싶 은데?,1
누나는 어디 성형 하고 싶어요?,1
** 너 잼민이언어 어디서 배웠어,1
외곽은 어디든 막힐 것이야ㅜㅜ,1
날씨 좋으니까 어디든 산책하기도 좋을 듯 키키,1
어디든 가겟지머어어어,1
어디에서 중계 하죠?,1
어디 부분이 안 좋아?,1
아니 그럼 어디다가 버리능겨,1
키키 그래서 어디다 버리는지 모른다는 곤갘 키키,1
어디 아파서 가시는 거에요? 충치?,1
어디서? 꼬모? 아님 중리?,1
오 어디서 샀어? 나도 알아보는 중인데,1
어디서,1
니남편 군대 어디 나왔댔지?,1
난 어디 크게 다친 적이 한 번도 없다 키키,1
너 다이슨 어디서 샀어?,1
그래? 어디어디? 당장 전화해 봐야겠다,1
신발 사야는데... 신발 어디서 사?,1
암튼 그럼 그건 어디서 사는데!,1
그런 곳이 어디 있을까?,1
여행가면 숙소는 어디가 좋아?,1
그래? 난 어디 잘 안 돌아다녀서 어디가 어딘지도 모르겠다 ㅎ,1
그렇겠지. 긴장 안되는 사람이 어디 있겠어.,1
그럼 어디 파노,1
형은 옷 어디서 사는데?,1
아니 어디서 들어왔는데...,1
키키 어디에 있을까요 ? 도대체 키키,1
주왕산이 어디 있는 산이야?,1
너 이번 주말 어디 간다고했나?,1
어디가 제일 아프시다고 하셔?,1
강원도 어디가 좋아요?,1
강아지 용품은 어디서 사?,1
이번에 동계올림픽은 어디서 하지?,1
그래도 농구장이 있는 게 어디야~!,1
아니 폰 잠깐 안만지면 어디가 간지럽나? 키키,1
와 신기하네...어디서...데려온거지? 키키,1
어디엥?,1
"저도 좋아요, 어디에서 할까요?",1
어디서 사 줬어?,1
머라도 도전하는 게 어디야 진짜 ㅠ,1
거기서 몇 년도부터 넣고 어디서 얼마나 넣는지 보여주고 몇 년도에 만기돼서 60살? 63?에 한 달에 얼마 받는지 보여줘,1
너희들 어디 군대 다녀왔어?,1
우와 단풍 보러 어디로 가요?,1
자대는 어디로 갔어?,1
너 건초 어디서 산다고 했지?,1
나는 부모님이랑 어디를 여행해야 좋을까 생각해,1
어디로 가고 싶어?,1
서울 여행 가게 되면 어디 어디 다녀?,1
이번에 만약 같이 가게 되믄 어디 가고파?,1
그냥 구경 자체가 좋아서 어디든 좋아,1
지금 마음으로는 일단 어디든 떠나기만 하면 일단 좋을 것 같지 ㅠㅠ,1
그거 어디서 볼 수 있어?,1
야 진짜 이상한 질문인데 니가 만약 남자였으면 군대 어디 갈래,1
**은 군대 어디 다녀옴?,1
어디지?,1
요즘 다들 바빠서 어디 못 갔지?,1
어디서 해야할지 모르겠어...,1
우리 어디 가볼래?,1
어디 쇼핑몰 좋은 데 있어?~,1
서비스직 오래 있으면 어디가든 잘 할 거 같은데! 뭐 하나 배우는 건 어때?,1
취업한다면 대기업과 중소기업  어디를 선호하세요?,1
군대 어디로 갔다 온 거야? 키키 애기인 줄 알았는데,1
그래도 그게 어디야,1
군대 어디로 가?,1
근데 군대는 어디를 가든 다 힘들 거 같아.,1
어디서 시키나요?,1
맞다 그거 어디서 본 거 같은데 키키,1
어디 들어가서 봐야 하지?,1
어디 꼭 가보고 싶은 곳은 없어?,1
어디를 가보고 싶은데,1
어디 가고 싶어?,1
남아프리카는 신기하다 키키 남아프리카 어디?,1
위치어디로해서 올린겨?,1
요즘 인기 있는 여행지가 어디야?,1
차차차 촬영지가 어디야?,1
그러게 갯마을 차차차 촬영지는 어디야?,1
포항인가 어디라고 했는데 거기 사람들 많이 가더라고,1
강원도는 어디가 좋아?,1
맞고 어디가 안 좋아질지 모르자나,1
하하 나도 그렇긴 한데...안경 쓰고라도 잘 보이는 게 어디야 하하,1
키키 어디 가서 그런 말 하면 욕먹는다,1
헐 어디 아파서 가는 거야?,1
그때 엄마 아빠가 이거 어디서 났냐고 물어봤는데 내가 집 앞에서 주웠다고 거짓말하고 결국 마트에서 가져온 거 알아서 부모님이 마트에 그거 계산하러 다시 갔던 것까지 다 기억남,1
아니 **은 어디 갔오 키키 신혼여행,1
어디서 출발 하는 거야?,1
어디 맞음?,1
나도 아예 몰라 키키 그냥 어디서 전해 들은 걸 아는 정도야,1
형은 주로 식자재나 물품 어디서 사?,1
넌인생 여행지가 어디야?,1
제주도 어디가 제일 좋았어?,1
넌 어디가 좋았어?,1
너는 만약 결혼하면 신혼여행 어디로 가보고 싶어?,1
그치 키키 그럼 너는 어디 가보고싶어?,1
다들 꽃구경하러 어디 가봤어?,1
나 극장앞인데 너 어디야?,1
우와! 재밌겠다! 어디로 가면 돼?,1
어디 1방으로,1
저에게 추천하신다면 어디 추천하시겠어요?,1
선생님들도 기준을 어디에 맞춰야 할지 힘들 거야,1
그래도 드라이브라도 자주 다니는게 어디야~,1
그게 어디야...,1
"어디서 보니까 1주에 한 번, 1시간 레슨이 20만원 정도 하는 거 같더라구",1
이번엔 어디로 여행가려고 하는거야?,1
동해선이 어디 가지?,1
그래? 어디가 어떻게 아프신데?,1
요즘 어디서 걸렸는지 모르는 감염이 많아서 더 문제야,1
도시락 어디서 시킬꺼야 나도 끼워죠 키키,1
그러네 어디 쓸 돈 없음 주식투자 하는 게 좋지,1
저기 어디 가니깐 실내 클라이밍 있긴 하더라,1
진짜? 어디에 있는데?,1
** 왜 움 >?어디서,1
메타버스에서 전자상거래가 이뤄질 수 있을 것 같은데 추가적으로 어디까지 확장이 가능할지 모르겠어,1
키키 언제 어디서 만났는데,1
캔들 워머는 어디에다가 쓰는 거야?,1
나 어디가?,1
오 도자기 그런 건 어디서 해 키키,1
너는 시험기간에 공부 어디에서 해?,1
응. 너는 공부 어디서 하는데?,1
어디로요?,1
나도 다녔는데! 속셈학원 어디로 다녔었어?,1
아 어디지... 그 중앙초 근처 아니야?,1
말뚝 박기는 어디 하나 걸고 시작하는 느낌 우선 허리는 포기해야 함,1
어디서 해요?,1
매형 낚시 어디로 갈 꺼에요?,1
그런 건 어디서 구할 수 있어?,1
어디로 갈까 키키,1
키키 에이 그런 게 어디 있어요 게임일 뿐인데,1
너 강의 어디까지 들었어?,1
헐 그런 건 대체 어디서 구해 오는 거야?,1
어어 키키 뿌릴 때 약간 기분이 안 좋긴 하지만 안 물리는 게 어디공,1
어디서 샀는데?,1
대체 공휴일에 어디 놀러 갔다왔어?,1
오랜만에 바람 쐬겠네 ~지역이 어디야?,1
어디 브랜드 샀어?,1
형은 신행 어디 갔었는데?,1
그니깐 다들 신혼여행 어디로 갔어,1
**이 너는 어디로 갔어?,1
담임선생님들은 어디서 정보를 얻었을까요?,1
내가 어디 나가보지 않아서 모르는 거 같아...ㅠㅠ,1
가뭄이 아닌 게 어디야~,1
우리도 그래야지 장마철에는 어디 안 가고 집에 있는 게 최고야!,1
이번에 어디 다쳤는데 수술까지 해?,1
그렇지 키키 어디 맡겨야 하니까,1
맞아 현재 버스가 어디 있는지 알 수 있으니까,1
어디 여행 갈 때도 편하더라 키키,1
그 성형외과에서 맞는 필러? 어디에?,1
그럼 **이 지금은 다른 업체 어디서 해요?,1
지난번 어디?,1
어디 저기 부산 이런데서도 서울까지 오더라,1
돈이 어디있어 전세 가야지,1
키키 과잠 어디서 하나 빌려 입어,1
그거 어디 파는 건데,1
어디서 샀어?,1
키키 그니까 근데 말투가 어디서 들었던 말투였음,1
어디 가는 길이야?,1
"오 나도 여행 가고 싶었는데, 어디 가고 싶은데?",1
바다는 역시 동해 바다가 예쁜 것 같아! 어디 다녀왔어?,1
"아니 어디 놀러 가서 다 같이 잔 적이 없어, 키키",1
너 신혼여행 어디로 갔다왔냐?,1
형 어디로 갔다왔지?,1
내 아들이었으면 어디 시위 하러 갔을 듯,1
휴 고민이야. 이사를 가야 할 것 같은데 어디로 가야 할지.,1
어디로 갈 거야?,1
키키 그래도 어디든 군대는 가기 싫어,1
여행은 어디로 가는 게 좋을까?,1
형님 여행지 국내로 어디 좋아하십니까?,1
오 그러게 어디 좋아해 ?,1
산책 어디로 나가냐?> 보통,1
지역 상관 없이 어디든 사용 가능한거야 그럼?,1
응응 기차역이 있는 곳이라면 어디든 갈 수 있지?!,1
우리 회의는 어디서 하지?,1
어디랑 하는 경기인데?,1
다들 어디쯤 이야?,1
일본 어디 쪽으로 갔어?,1
집구석에만 처박혀 있어야지 어디서 터질지 알수가 없네,1
오오 사촌 오빠가 어디 살지?,1
연휴라도 어디를 못 가겠어,1
키키 어디 여행 안 가냐?,1
강아지도 이제 어디 다 갈 수 있음 좋은데,1
맞다맞다 ㅜㅜ 내 집은 어디에 있나요 ㅜㅜ 이 전세 사는 설움,1
오로라 여행은 어디로 가야할까?,1
어디서 삼?,1
오 어디 알려줘 지금 가게,1
버스는 어디서 타? 정류장이 기숙사 근처에 있어?,1
우와 종점이면 또 그런게 편하구나! 그런 시간표는 어디서 확인해? 정류장 앞에 시간표가 붙어있어?,1
나는 전철이 실시간으로 어디에 있는지 알고 싶어 ㅠㅠ,1
일단 나는 아닌 거 같은데 어디 있는 거야 도대체?,1
공군 해군 육군중에 어디가 젤 멋진거같아?,1
어디로 여행 갈 예정이야?,1
그럼 어디로 몇 시까지 갈까?,1
"어디요? 아파트 밑에,",1
그 비건 호텔은 어디야?,1
그러네 어디 봐 둔 데는 있어?,1
어디서 신청해? 하하,1
키키 어디서 봐야 하냐,1
와...그건 좀 너무한데? 그렇게 하는 게 어디있어? 가서 좀 따지셔야 할 것 같아!,1
그럼 캠핑장은 주로 어디 가?,1
누구랑 어디로 그렇게 다녔어?,1
어디 있었어?,1
어디 있었어,1
어디 여행 안가고 싶어?,1
월급은 대체 어디다가 쓰는 거야?,1
아니 근데 여자친구 있더라도 휴가를 못 나오는데 어디다 쓰는 걸까?,1
우리나라 주적은 어디라고 생각해? 나는 아무리 생각해도 북한이야,1
어디에?,1
근데 그 영화는 왜? 또 어디 소개하는 프로그램에 나왔어?,1
최고의 여행지는 어디임,1
키키 뭐했는데 그래도 이제 좀 겁은 안 나지 않나 어디로 갔음?,1
니 요새 어디 가는데?,1
이야 어디 콘서트에서 압사 당해서 죽은 거 봤오?,1
어디나 예외는 있으니까,1
어디 있지 그거,1
키키 오후 출근인 게 어디니?,1
나도 어디 가서 춤 좀 배울까 봐 키키,1
너는 어디에 투표 하는딩 키키,1
응 너는 시골이 어디니?,1
너는 시골이 어디니?,1
그럼 어디가 좋을까,1
그러게요 친정이나 어디라도 가야되나 고민이네요. 누구 집에라도 ㅋ,1
지하철역에서 살면 경기도 어디든 다닐 수 있겠다,1
진짜? 어디서 봤는데?,1
니 학원 어디 다니는데?,1
어디서 말인가? 우리나라에서?,1
맞아 선선하니 어디 놀러 가기 좋은 계절은 가을인 거 같아 키키,1
어디 갔다오면 집은 가까움 키키,1
오? 달고나 캔디가 어디서 났어? 아빠가 가져오셨어?,1
어디로 갈 생각인데?,1
아 그러면 나중에 어디 가보고 싶어?,1
니네 양심 어디 갔어? 키키 팔았어?,1
나도 주말만 되면 어디든 여행 가고 싶어 키키,1
치아버터 어디서 들어봤는데 키키 어디거야?,1
어디로 가는데,1
짧게라도 어디 놀러갔다오고 싶어ㅠ,1
너네 오빠가 어디 군대에 있었지?,1
넌 어디 응원하니?,1
너는 어디 팀 좋아해?,1
어디어디 하고 있어?,1
이제 추워서 어디 못 가겠다.,1
저도 알고는 있어요. 어디서 먼저 시작 한거에요?,1
그러니깐 키키 어디 키키 아 웃곀,1
유럽 어디에 홍수났는데?,1
형은 꿈의 회사가 어디신가요~?,1
나는 건설사 대기업이면 어디든 다 좋은 것 같아 키키,1
나를 불러주는 곳이면 어디든 키키,1
집에 바퀴가 달려서 전국 어디든 돌아다니는 프로야,1
다들 화장품 어디서 사?,1
니는 신혼여행 어디로 갔었어?,1
그럼 주차 공간이 없으면 어디다가 하세요?,1
극성이었던 머지헤이터들 어디갔어...,1
그거 들어본 것 같은데 어디 웹툰이야?,1
판소리도 어디 나가서 상 받으면 안 간대,1
"캐스퍼? 진짜 몰라서 물어보는 건데, 미안한데 그거는 어디 회사 차야?",1
나도 뭐 인도 강이름 외웅고 다니는 사람이 어디있어,1
어 저 응응 말투 어디서 많이 본 듯 하하,1
아쉽지만 10프로가 어디냐 하며 감사하게 사용중이네요,1
응 그래서 그거 어디 생기는데? 키키,1
와 김선호 씨 어디 갔을까...,1
어디 목적지에 도착하는 게 아니라 하늘여행만 하다가 다시 한국으로 오는거지,1
어디고 아르바이트하나,1
오 어디서 반값?,1
어디서?,1
어디 마트에 이마트?,1
헐 어디에?,1
어디로 갈 건데?,1
아 그렇구나~ 어디 갔다왔어?,1
갔던 곳 중에 어디가 가장 좋았어?,1
아니 너네 여행 어디로 갈 건데 ㅡㅡ,1
요소수가 어디에 쓰이는 거길래?,1
지금 어디에서 볼 수있어?,1
맞아 어디든 모이면 되지 가족들이랑,1
키키 그건 그래 근데 또 어디 보니까 일단 일 시키고 쓰는 곳도 있더라고,1
세부에서 어디 가봄?,1
어디 잠시 카페 갈 때도... 키키 외모에 신경 안 써도 되고 키키,1
마스크에 모자 쓰면 어디든 간다,1
그러니까 결혼할 때까지 이 회사 다닌단 보장 어디 있냐구 ㅠ,1
최고의 여행지는 어디었니?,1
아 일본 어디로 가는데?,1
어디로 먹는 건지,1
레이저 제모 시술 어디 해봤어?,1
어디딴데 실려갓는데,1
어디?,1
어디가 많이 안좋은건 아니지?,1
어디 쪽 병원으로 갔어?,1
어디 쪽 치료 받고 있는데?,1
정말 걱정이야 어디서 살아야 할지,1
돈은 어디서 나서?,1
낚시 어디로 갈건데?,1
안녕 ... 혹시 입대 신청은 어디로 해야 할까...,1
헤외여행 가면 어디로 가고 싶어요?,1
어디서 봤어!,1
어디서 만든 게임이야?,1
내 집이 되줄 사람 어디 없나,1
캥거루 키키 ㅌㅌㅋ 미래는 그 뿐인듯 아니면 어디 지방에서 출퇴근3시간씩 해야할지도...,1
벤츠랑 그 어디냐 거기도,1
언제 어디서 일어날지 몰라서 저런 거 보면 무서움,1
키키 나야 모르지 그런 거 어디 나옴?,1
우리 다음 여행지는 어디로갈까 하하,1
그래서 어디 어디 모험을 가는데?,1
진짜 거기랑 아마 계속 어디로 이어진댔는데 구경하기도 좋고 키키,1
월욜은 평일이라 어디 가기도 좋고 하하,1
희망은 어디에도 좋아,1
흑흑 어디 풀빌라 알아보셨는데요?,1
아 제2외국어가 진짜 어디로 튈지 모르더라구요 하하,1
어디 미용실이야?,1
그러게 고슴도치는 어디서 사?,1
전쟁 일어나면 어디로 피해야 하지 무섭네,1
어디로 산책 갔다왔어?,1
어디로 갔다왔노?,1
헐 양궁을 어디에서?,1
왜? 어디아파?,1
키키 앗 키키 오빠는 거기... 어디더라 무슨 광코?,1
아빠 만약 이민간다면 추운 나라와 더운 나라 어디로 가실거예요?,1
그런 나라가 어디였죠? 싱가포르? 키키,1
어디? 북극?,1
어디가 제일 가고 싶니,1
오 어디에서 받은 거야? 좌표 내놔 키키,1
이번 주 어디 여행 가는데,1
싸고 좋네 어디회사건데,1
:그거 어디에서 봤어?,1
그 배우를 어디서 봤는데?,1
어디 여행 가시는 분?,1
그런 나라에서 안 태어난 것만 해도 어디여,1
군대 어디 다녀왔냐?,1
어디?,1
아항 그래서 등산은 어디로 가기로 했어?,1
오 어디 거 샀어?,1
자격증 공부 하면서 노는게 어디냐 대단하다,1
그럼 다른 곳 어디 가고 싶은데?,1
그게 뭐야? 어디 채널에서 해?,1
어디 틀기만 하면 나오긴 하더라. ㅋ.,1
비타민도 팔아? 어디서?,1
도시락싸는거 제일싫은데 그건또 어디서먹노,1
아니 대체 어디 좋은 거냐고 키키,1
어디 숨어서 훈련을 하나~?^^,1
어디에서 군생활을 하길래 데리러 가?,1
시서스는 어디에 좋은데요?,1
이거 어디로 할꺼야? 키키,1
아 어디 있는 건지 알겠다,1
완벽한 약이 어디 있겠어...,1
오 신기하다 대체 어디서 그런 걸 알아보고 진료 받는 겨 키키,1
모바일은 어디 나가서 할 수 있으니 ㅋ,1
키키 누나 어디 잘 안 가잖아 운동도 안 하고..,1
어머 ? 그건 모르겠는데 어디 파나요,1
어디든 사람이 많은 곳은 바가지요금 논란이 있죠.,1
키키 오빠 계속 고기 어디서 시켰는데 취소됬어?,1
키키 어디서샀었지? 키키,1
어디서 받아먹어야 됨 ?,1
예전에도 어디 축구 국가대표가 납치된 적 있지 않나?,1
독일에 어디로 여행가보고 싶은데?,1
어디에 있는 타워 팰리스가 좋겠어?,1
트라팰리스는 어디있어?,1
그래 가자 어디로 갈거야?,1
키키 중학교 때 뱀은 어디서 데려옴?,1
어디 성형수술을 해야 할 것 같니?,1
내말이... 잠깐 봤는데 놀랬어...;; 너무 갭 ...; 어디서 봤다했더니 놀면 뭐하니 키키,1
에구 어디가 안 좋은 거야? 얼굴 피부?,1
키키 와 그래도 그게 어디야,1
여행은 어디가 좋을까 다들?,1
어디가 그렇게 가고 싶어서 그래?,1
치과 어디갔었어?,1
키키 맞다 진짜... 머리 아프다잉 ㅠㅠ 어디 해야 하겠노,1
어디 왁싱 하고 왔어? 키키,1
네 ㅋ 내일은 데이트 어디 갈까 고민 중이에요,1
어디로 어학연수 가는데?,1
어디 제품 먹어봤니,1
니 어디꺼먹이노?,1
너 피부 스크럽하는거 어디꺼 써?,1
그 양반 어디 간 거야... ㅠㅠ,1
오 키키 물은 어디 꺼 마셔?,1
니 어디서 했니 소개 점,1
그런 직업 어디 없는가,1
대체 다 어디로 가는지 키키,1
제주도 어디어디 갈 거야?,1
** 야외 활동 많이 하라고 해요 키키 어디서 만날지 모르니까,1
지금이라도 깨달은게 어디야 키키,1
지금 시기가 안 좋아서 어디 여행 가기도 좀 그렇고 ㅜㅜ,1
나도 키키 어디 나가기 무서워서 키키,1
어디가 확신이 안생겨?,1
신혼여행 다시 간다면 어디로 가고 싶어?,1
아하 어디 갈 지 정했어?,1
어디에 살고 싶은데?,1
화진포는 또 어디에 있니?,1
어디를 다쳤니? 많이 다쳤니?,1
오늘은 어디 계십니꺼 하하,1
너 오늘 입원했다던데 어디 아파?!,1
근데 어디로 여행가게?,1
헐 대박이네 어디서 예매했어?,1
어 그 어디야 정동진? 거기 간다고 키키,1
여친 옷을 사줘야 하는데 어디서 사지?,1
대박! 진짜? 어디로 가는데,1
리제로 어디서 봐야 해?,1
외갓집이 어디라고 했지?,1
ㅠㅠ 어디 갔을꼬 그놈들이,1
대박 뺄게 어디있다고 ㅠ,1
전집은 어디서 구해요?,1
아 그렇군요 **님은 어디서 사셨어요?,1
니는 어디안가나,1
아 이번주 주말에 어디 여행 가고 싶네~,1
어디는 들어오고 어디는 안들어오고 머고 키키,1
이번 가을에 어디 가고 싶은데 있어?,1
그거 어디서 파는 건데?,1
어디서 날리는 거이?,1
어디다가 돈 납부했냐,1
한국사가 어디에 필수임?,1
어디로 가심?,1
지금 어디 산다고 했지?,1
다이어터에게 라면 주는게 어디야.,1
그래? 어디서 해봤어?,1
나 스타필드였나 어디였지...,1
거기 어디야,1
어디 지나오다 보니까 있던데,1
렌트카 예약은 너 어디서 하는 편이야?,1
제주도 아니면 내륙 어디 말하는데?,1
거긴어디지,1
오 어디서 하게?,1
휴양지 어디?,1
어디서 본 거야?,1
어디 갈꺼야?,1
어디가 나아?,1
응 키키 어디서 미용함?,1
증권 계좌는 어디걸로ㅠ했어?,1
서핑은 어디서 배울 수 있어?,1
어디로 가야하는데?,1
아 그거 어디서 본 거 같애!,1
카페 요새 어디감,1
스벅 커피나 어디나 다 난 모르겟음,1
취업 준비라고 하면 원서 어디 넣을지만 찾는 거야?,1
신혼여행 어디 갔지?,1
** 어디 갔다 왔니,1
그대들은 어디 갔지 >?,1
오 어디로 가?,1
어디 갔었지 제주도였나?,1
도대체 어디서 씻겨주길래 하하,1
여행못가서 아쉬울줄알았눈데 어디도 안가고싶어,1
*이는 출 퇴근 어디로 하는데?,1
키키 모자 없으면 어디 다니지도 않더라,1
영양제는 어디서 사는데?,1
그러면 어디 훈련소를 보내자.,1
키키 그니까 대학생 때 알바해서 번 돈 지금은 어디 갔나 몰라 ㅜ,1
키키 아니 어디다가 버리는데...? 키키,1
누나는 어디로 등산 가고 싶어요?,1
헐 어디로 가고 싶음? ㅠㅠ,1
어디에서 들었어?,1
나 요즘 자꾸 밥만 먹으면 졸려 어디 아픈걸까?,1
우리나라는 어디랑 하는거지?,1
어디로 취업하게 ?,1
어디가 아픈데?,1
어디가 심하다는데?,1
어디든 나가고 싶다 ㅜㅜ,1
"모르지, 다음 정권은 어디서 잡을 지.",1
음...콜라 어디콜라냐에 따라 바뀌긴하는데 나는 콜라하면 코카콜라!,1
넹 키키 누나는 어디 갈 때 운동화 신고 나가요?,1
어디서 한약을 주문했어?,1
그게 어디야 ㅠㅠ,1
헐 어디 어디 부러졌음?,1
나도 폰 케이스 새로 해야할 것 같은데 어디서 샀어?,1
오늘은 어디로 산책시킬까,1
아 키키 . 거기아니구나 그럼그때거긴 어디였농,1
붕어빵 아저씨 어디 가지 말고 있으라고 해 키키,1
맞아 키키 시켜 먹을까 그냥 매콤한 거 어디 없나,1
다들 옷 어디서 자주 사?,1
인맥 쌓기용인 것 같은데 그 인맥 다 어디 갔죠? 키키,1
치킨 어디꺼 좋아해?,1
너는어디꺼좋아해?,1
그럼 어디서 뭐하고 논다는데?,1
그럼 잠은 어디에서 자고 올까?,1
응응 진짜로 어디는 아랍 문화권으로 도배 된 곳도 있음,1
** 어디 선생님이야,1
아하 키키 찌니 영어 어디서 공부한 겨,1
그래서 어디가 이겼어?,1
어디로 키키,1
당연하지 어디서 샀어?,1
그건 위치가 어디?,1
전철이 어디든 연결 되잖아,1
맞아 어디서든 할 수 있다는게 정말 부러웠었지,1
그냥 어디까지 가냐구,1
어디 알람이라도 울리게 해 놔.,1
최근에 여행 갔다 온 게 어디야?,1
ㅋ 강릉에서 어디 다녀 오셨어여?,1
그쵸? 어디든 줄을 잘 타야 하는 것 같애요,1
어디서 하는데?,1
하지만 나는 모든걸 계획 세우고 가서 어디서 무엇을 할지 상상하는건 안 어려워.,1
아이폰은 진짜 어디서든 다 인기 좋은 거 같애 키키,1
어디로 가요?,1
어디로 옮기려구요?,1
"어휴, 몸이 성치 않으면 어디를 나가는 것도 정말 고생이 많구나 많아",1
왜 어디가 아프대?,1
그래도 그게 어디야 요즘 취업난인데,1
어디로 간다고 하는데?,1
부작용도 무서워서 어디 맞겠나,1
내 남친은 날 빼고 가족 여행을 갔는데 어디로 가는지 모른다더라 키키,1
그러게 말이야 군 예산은 맨날 어디로 빼돌리는 건지...,1
음 비교를 대체 어디랑 하는지 모르겠어,1
형은 가장 기억에 남는 여행지가 어디세여?,1
넌 어디가 좋았어?,1
어디 항공사인지 알려주실 수 있어요?,1
어디 쪽 학원이래,1
안되는놈은 어디 놔둬도 안된다는 것이 나의 지론이다,1
뭐라도 남은 게 어디야,1
오 어디 프로에서 남양유업의 갑질을 방송했네요? 키키,1
오 대박 키키 어디지 궁금하다,1
저번에 보니까 부산인가? 어디에서 주차장에 있는 자동차 수십 대에 오물 투척한 거 글 올라왔는데 알고 보니까 치매 걸린 분이더라고.,1
힘들지. 진짜 나도 과장님 오늘 쉬어서 신문 가지러 1층 갔다왔는데 회장그 사이에 어디갔네,1
진짜 어디가서 푸시냐,1
거기 갈까? 위치가 어디임?,1
허브아일랜드 어디에 있는 거야?,1
와 그게 대체 어디서 나온 금액이래?,1
몰라 비행기 놀이 하재 지가 스튜어디스래 그러다 내가 안하니까 게임하자고 달려들어,1
스튜어디스 좋네. 기장한다고 해.,1
